timestamp,cpu_utilization
2025-07-11 11:40:00+00:00,0.0006447703312367
2025-07-11 11:45:00+00:00,22.46793079445236
2025-07-11 11:50:00+00:00,3.627151557307721
2025-07-11 11:55:00+00:00,2.8543366784131403
2025-07-11 12:00:00+00:00,2.983756909440774
2025-07-11 12:05:00+00:00,4.079867790583212
2025-07-11 12:10:00+00:00,4.3282037776217255
2025-07-11 12:15:00+00:00,2.762180708530347
2025-07-11 12:20:00+00:00,2.3688721354062694
2025-07-11 12:25:00+00:00,2.4758885353305833
2025-07-11 12:30:00+00:00,2.3998938337010376
2025-07-11 12:35:00+00:00,2.276020557576063
2025-07-11 12:40:00+00:00,2.4880240314248523
2025-07-11 12:45:00+00:00,3.023045028782354
2025-07-11 12:50:00+00:00,2.3968002754019233
2025-07-11 12:55:00+00:00,2.144044350579981
2025-07-11 13:00:00+00:00,2.3865480087577033
2025-07-11 13:05:00+00:00,1.7124552262665866
2025-07-11 13:10:00+00:00,2.3326845456739456
2025-07-11 13:15:00+00:00,2.1152027131584825
2025-07-11 13:20:00+00:00,1.9852879361725084
2025-07-11 13:25:00+00:00,2.3498155066751356
2025-07-11 13:30:00+00:00,2.1138812146936687
2025-07-11 13:35:00+00:00,2.4973187705617006
2025-07-11 13:40:00+00:00,2.2468653049627147
2025-07-11 13:45:00+00:00,2.1619480696889584
2025-07-11 13:50:00+00:00,2.5607280880362113
2025-07-11 13:55:00+00:00,2.056012045220292
2025-07-11 14:00:00+00:00,2.947072911956959
2025-07-11 14:05:00+00:00,2.2184462818567763
2025-07-11 14:10:00+00:00,2.1815091751724283
2025-07-11 14:15:00+00:00,2.05663380532802
2025-07-11 14:20:00+00:00,2.114278461221742
